-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2018 through 10/22/2025 in LST
Location: Latitude  31.5587   Longitude 74.3507 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 209.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
SZA                    CERES SYN1deg Solar Zenith Angle (Degrees) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PS                     MERRA-2 Surface Pressure (kPa) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,SZA,T2M,QV2M,RH2M,PS,WS10M,WD10M
2020,4,23,23,0.0,0.0,0.0,0.0,90.0,22.82,12.29,69.24,98.16,2.78,318.2
2020,4,24,0,0.0,0.0,0.0,0.0,90.0,22.16,12.32,72.22,98.13,2.68,333.1
2020,4,24,1,0.0,0.0,0.0,0.0,90.0,21.51,12.37,75.42,98.09,2.63,349.0
2020,4,24,2,0.0,0.0,0.0,0.0,90.0,20.94,12.46,78.64,98.06,2.57,1.3
2020,4,24,3,0.0,0.0,0.0,0.0,90.0,20.54,12.5,80.86,98.06,2.43,9.7
2020,4,24,4,0.0,0.0,0.0,0.0,90.0,20.37,12.46,81.47,98.08,2.16,16.7
2020,4,24,5,10.62,10.6,2.05,13.91,88.21,20.61,12.42,80.05,98.12,1.76,22.0
2020,4,24,6,137.2,130.5,141.19,96.18,77.0,22.82,13.11,73.84,98.19,1.24,27.4
2020,4,24,7,343.0,327.67,323.97,183.5,64.28,24.98,13.02,64.44,98.24,0.73,41.1
2020,4,24,8,554.28,540.03,513.53,205.22,51.58,29.43,12.52,47.77,98.28,0.22,210.1
2020,4,24,9,735.1,727.08,596.32,238.47,39.23,33.36,10.68,32.64,98.3,1.9,231.6
2020,4,24,10,868.4,867.88,695.59,219.82,28.01,34.67,10.67,30.3,98.27,2.21,230.7
2020,4,24,11,962.88,959.17,796.54,196.19,20.11,35.6,10.69,28.82,98.2,2.24,233.2
2020,4,24,12,958.55,922.28,611.91,331.23,20.09,36.15,10.62,27.75,98.1,2.17,239.3
2020,4,24,13,888.9,836.97,625.11,263.65,27.95,36.4,10.53,27.12,98.0,2.06,248.4
2020,4,24,14,757.0,671.0,570.06,224.16,39.16,36.35,10.29,26.55,97.91,2.09,260.6
2020,4,24,15,574.33,464.25,364.73,224.38,51.49,35.85,10.11,26.8,97.85,2.3,274.2
2020,4,24,16,359.65,285.67,262.71,168.91,64.18,34.9,10.33,28.85,97.84,2.46,287.3
2020,4,24,17,146.45,116.72,115.43,97.68,76.89,32.94,11.91,37.07,97.86,2.13,301.4
2020,4,24,18,11.4,10.4,1.65,12.8,88.13,29.97,13.55,49.9,97.91,2.4,319.2
2020,4,24,19,0.0,0.0,0.0,0.0,90.0,28.61,12.97,51.72,97.98,2.75,330.1
2020,4,24,20,0.0,0.0,0.0,0.0,90.0,27.58,12.81,54.27,98.03,2.82,337.4
2020,4,24,21,0.0,0.0,0.0,0.0,90.0,26.63,12.77,57.22,98.06,2.77,342.5
2020,4,24,22,0.0,0.0,0.0,0.0,90.0,25.78,12.71,59.89,98.07,2.71,347.4
2020,4,24,23,0.0,0.0,0.0,0.0,90.0,25.14,12.67,62.01,98.06,2.62,353.4
2020,4,25,0,0.0,0.0,0.0,0.0,90.0,24.61,12.65,63.89,98.04,2.5,358.9
2020,4,25,1,0.0,0.0,0.0,0.0,90.0,24.11,12.63,65.71,98.01,2.39,3.6
2020,4,25,2,0.0,0.0,0.0,0.0,90.0,23.66,12.56,67.13,97.99,2.29,9.3
2020,4,25,3,0.0,0.0,0.0,0.0,90.0,23.21,12.41,68.15,97.98,2.2,20.3
2020,4,25,4,0.0,0.0,0.0,0.0,90.0,22.67,12.27,69.61,97.95,2.09,31.5
2020,4,25,5,11.35,7.15,0.0,7.5,88.09,22.43,12.3,70.83,97.99,1.27,15.6
2020,4,25,6,143.52,76.6,0.0,66.04,76.8,23.32,12.27,67.03,98.11,2.56,275.8
2020,4,25,7,354.6,166.07,0.0,144.53,64.08,23.72,12.39,66.15,98.23,4.39,264.5
2020,4,25,8,566.1,203.82,6.49,174.22,51.38,24.46,12.71,64.93,98.28,4.35,269.3
2020,4,25,9,745.45,202.43,12.01,164.89,39.02,25.66,12.95,61.6,98.32,3.14,272.9
2020,4,25,10,874.03,176.55,6.54,142.92,27.75,27.34,12.59,54.26,98.32,1.57,262.7
2020,4,25,11,899.95,200.9,42.41,143.0,19.8,28.77,12.05,47.79,98.31,1.12,219.9
2020,4,25,12,899.22,176.38,71.79,106.23,19.8,29.5,11.9,45.24,98.29,1.65,213.9
2020,4,25,13,832.17,190.9,33.17,141.45,27.75,29.82,11.94,44.55,98.26,2.16,223.7
2020,4,25,14,703.38,234.62,24.4,181.47,39.01,29.59,12.05,45.54,98.22,2.29,229.4
2020,4,25,15,525.85,233.12,30.66,195.65,51.36,29.01,12.15,47.46,98.18,1.97,233.9
2020,4,25,16,321.1,152.52,41.21,127.78,64.06,28.26,12.52,51.06,98.17,1.31,242.9
2020,4,25,17,125.4,67.07,24.72,57.72,76.76,27.47,13.29,56.74,98.18,0.71,266.0
2020,4,25,18,10.45,7.82,0.0,10.01,88.06,26.46,13.72,62.15,98.2,0.63,310.5
2020,4,25,19,0.0,0.0,0.0,0.0,90.0,25.95,13.27,61.98,98.23,0.67,343.5
2020,4,25,20,0.0,0.0,0.0,0.0,90.0,25.71,12.96,61.44,98.27,0.61,15.2
2020,4,25,21,0.0,0.0,0.0,0.0,90.0,25.46,12.68,61.02,98.27,0.61,52.4
2020,4,25,22,0.0,0.0,0.0,0.0,90.0,25.07,12.66,62.35,98.26,0.79,78.3
2020,4,25,23,0.0,0.0,0.0,0.0,90.0,24.43,12.59,64.43,98.26,1.01,84.3
2020,4,26,0,0.0,0.0,0.0,0.0,90.0,23.74,12.58,67.08,98.24,1.27,79.6
2020,4,26,1,0.0,0.0,0.0,0.0,90.0,23.01,12.7,70.76,98.23,1.55,74.6
2020,4,26,2,0.0,0.0,0.0,0.0,90.0,22.41,12.83,74.12,98.22,1.8,71.2
2020,4,26,3,0.0,0.0,0.0,0.0,90.0,22.04,12.97,76.65,98.25,2.01,71.1
2020,4,26,4,0.0,0.0,0.0,0.0,90.0,21.72,13.05,78.66,98.27,2.16,75.0
2020,4,26,5,11.43,9.98,0.99,12.94,87.98,21.6,13.21,80.25,98.32,2.28,82.2
2020,4,26,6,139.8,122.9,57.44,102.34,76.61,23.27,13.66,75.0,98.39,2.73,90.0
2020,4,26,7,347.58,295.85,119.0,227.74,63.89,25.11,13.53,66.57,98.45,3.38,97.1
2020,4,26,8,557.5,483.88,246.64,304.22,51.18,27.21,13.11,57.01,98.49,3.26,106.2
2020,4,26,9,736.12,732.42,639.5,213.84,38.8,28.53,12.66,51.01,98.53,3.21,110.6
2020,4,26,10,864.72,842.05,634.57,254.45,27.5,29.2,12.53,48.57,98.54,3.31,105.8
2020,4,26,11,879.58,848.4,511.04,332.91,19.49,29.58,12.43,47.13,98.51,3.54,96.2
2020,4,26,12,883.33,800.85,457.47,326.41,19.51,29.67,12.37,46.65,98.47,3.79,84.8
2020,4,26,13,817.85,718.33,374.14,343.04,27.55,29.44,12.39,47.32,98.43,4.28,73.7
2020,4,26,14,690.7,566.95,288.86,306.11,38.86,29.37,12.46,47.76,98.38,4.72,66.9
2020,4,26,15,515.58,454.88,320.43,230.29,51.24,29.25,12.47,48.11,98.35,4.58,63.2
2020,4,26,16,314.77,279.5,242.66,166.42,63.94,28.72,12.57,50.0,98.34,4.19,58.4
2020,4,26,17,125.78,117.85,122.05,82.55,76.64,27.78,13.01,54.65,98.35,3.39,51.7
2020,4,26,18,10.73,10.52,1.46,12.95,87.98,25.78,13.67,64.58,98.38,2.44,41.0
2020,4,26,19,0.0,0.0,0.0,0.0,90.0,24.74,13.46,67.68,98.42,2.14,30.6
2020,4,26,20,0.0,0.0,0.0,0.0,90.0,24.21,13.35,69.32,98.45,1.95,21.0
2020,4,26,21,0.0,0.0,0.0,0.0,90.0,23.64,13.26,71.27,98.47,1.99,15.4
2020,4,26,22,0.0,0.0,0.0,0.0,90.0,23.13,13.25,73.43,98.46,2.08,17.9
2020,4,26,23,0.0,0.0,0.0,0.0,90.0,22.75,13.25,75.13,98.43,2.14,29.7
2020,4,27,0,0.0,0.0,0.0,0.0,90.0,22.42,13.2,76.32,98.39,2.2,45.9
2020,4,27,1,0.0,0.0,0.0,0.0,90.0,22.06,13.14,77.63,98.34,2.25,59.8
2020,4,27,2,0.0,0.0,0.0,0.0,90.0,21.65,13.06,79.12,98.35,2.43,67.8
2020,4,27,3,0.0,0.0,0.0,0.0,90.0,21.34,12.99,80.24,98.39,2.92,71.0
2020,4,27,4,0.0,0.0,0.0,0.0,90.0,21.01,12.98,81.88,98.46,3.65,74.2
2020,4,27,5,11.93,12.2,3.19,14.4,87.86,20.65,12.99,83.85,98.55,4.39,80.3
2020,4,27,6,139.18,138.55,192.1,88.25,76.42,21.32,13.01,80.66,98.64,5.16,87.3
2020,4,27,7,341.2,336.73,406.74,148.63,63.71,23.38,12.51,68.51,98.73,5.97,100.9
2020,4,27,8,544.88,544.55,542.34,183.03,50.99,26.08,11.8,55.06,98.79,7.08,118.3
2020,4,27,9,725.9,724.75,635.28,203.95,38.6,28.74,11.19,44.72,98.84,7.73,131.7
2020,4,27,10,854.17,851.8,684.52,217.66,27.25,30.66,10.8,38.66,98.85,7.47,139.1
2020,4,27,11,901.17,891.65,590.28,300.03,19.18,32.13,10.55,34.73,98.81,6.59,142.3
2020,4,27,12,902.55,859.28,544.2,315.68,19.23,33.09,10.35,32.26,98.74,5.48,141.7
2020,4,27,13,836.9,831.92,621.84,244.65,27.36,33.68,10.21,30.77,98.65,4.45,137.1
2020,4,27,14,710.03,685.65,524.02,262.85,38.72,33.81,10.12,30.25,98.57,3.6,128.1
2020,4,27,15,535.28,496.52,413.89,215.89,51.11,33.5,10.07,30.61,98.51,3.1,114.6
2020,4,27,16,332.52,303.75,271.44,177.83,63.82,32.64,10.19,32.5,98.51,2.99,99.2
2020,4,27,17,136.18,128.27,121.64,103.2,76.51,30.95,11.2,39.3,98.53,2.82,87.6
2020,4,27,18,11.95,12.02,1.26,15.59,87.91,27.36,12.41,53.57,98.59,2.9,82.1
2020,4,27,19,0.0,0.0,0.0,0.0,90.0,25.91,11.76,55.35,98.66,3.86,88.1
2020,4,27,20,0.0,0.0,0.0,0.0,90.0,25.02,11.79,58.54,98.73,4.43,97.0
2020,4,27,21,0.0,0.0,0.0,0.0,90.0,24.03,12.03,63.39,98.76,4.42,106.6
2020,4,27,22,0.0,0.0,0.0,0.0,90.0,23.2,12.26,67.92,98.77,4.1,114.2
2020,4,27,23,0.0,0.0,0.0,0.0,90.0,22.46,12.41,71.9,98.78,3.62,119.6
2020,4,28,0,0.0,0.0,0.0,0.0,90.0,21.79,12.46,75.19,98.77,3.19,122.4
2020,4,28,1,0.0,0.0,0.0,0.0,90.0,21.21,12.44,77.78,98.76,2.83,123.5
2020,4,28,2,0.0,0.0,0.0,0.0,90.0,20.77,12.39,79.6,98.77,2.65,122.9
2020,4,28,3,0.0,0.0,0.0,0.0,90.0,20.44,12.31,80.73,98.79,2.74,120.5
2020,4,28,4,0.0,0.0,0.0,0.0,90.0,20.16,12.23,81.64,98.83,2.93,117.6
2020,4,28,5,12.6,8.65,0.0,9.08,87.75,20.15,12.18,81.4,98.88,3.34,118.0
2020,4,28,6,135.23,76.28,0.0,66.88,76.23,21.62,12.18,74.41,98.95,4.35,121.2
2020,4,28,7,333.05,178.1,0.14,154.22,63.53,23.71,12.35,66.5,99.02,3.69,124.9
2020,4,28,8,535.58,290.92,22.65,242.44,50.81,27.6,11.63,49.76,99.06,4.01,132.9
2020,4,28,9,709.35,356.33,0.0,293.95,38.39,30.42,11.0,40.01,99.07,3.42,127.9
2020,4,28,10,834.0,466.75,376.02,309.14,27.01,31.89,10.93,36.54,99.0,2.73,116.6
2020,4,28,11,925.35,661.53,308.56,383.84,18.88,32.94,10.87,34.22,98.9,2.16,104.7
2020,4,28,12,923.6,731.38,381.55,356.88,18.96,33.59,10.83,32.84,98.8,1.51,83.9
2020,4,28,13,855.75,685.67,354.65,347.32,27.17,33.75,10.83,32.52,98.71,1.38,40.0
2020,4,28,14,727.08,708.1,536.23,259.19,38.58,33.38,10.87,33.29,98.62,1.9,12.1
2020,4,28,15,549.72,532.7,485.33,205.94,50.99,32.76,10.93,34.63,98.56,2.45,0.0
2020,4,28,16,343.58,334.02,382.39,154.19,63.7,31.77,11.31,37.88,98.54,2.83,350.2
2020,4,28,17,142.05,139.62,186.71,92.21,76.39,30.17,12.43,45.57,98.53,2.59,345.7
2020,4,28,18,12.85,12.88,3.07,15.02,87.83,27.62,13.26,56.33,98.55,2.42,346.1
2020,4,28,19,0.0,0.0,0.0,0.0,90.0,26.22,12.96,59.8,98.57,2.78,349.4
2020,4,28,20,0.0,0.0,0.0,0.0,90.0,25.42,12.95,62.67,98.6,3.03,352.6
2020,4,28,21,0.0,0.0,0.0,0.0,90.0,24.59,13.09,66.56,98.61,3.02,354.9
2020,4,28,22,0.0,0.0,0.0,0.0,90.0,23.81,13.24,70.53,98.59,2.82,355.1
2020,4,28,23,0.0,0.0,0.0,0.0,90.0,23.12,13.36,74.16,98.56,2.59,354.2
2020,4,29,0,0.0,0.0,0.0,0.0,90.0,22.49,13.43,77.41,98.51,2.34,352.6
2020,4,29,1,0.0,0.0,0.0,0.0,90.0,21.98,13.44,79.88,98.47,2.15,349.3
2020,4,29,2,0.0,0.0,0.0,0.0,90.0,21.55,13.45,82.04,98.44,2.02,344.8
2020,4,29,3,0.0,0.0,0.0,0.0,90.0,21.19,13.46,83.92,98.43,1.9,339.4
2020,4,29,4,0.0,0.0,0.0,0.0,90.0,20.88,13.47,85.61,98.44,1.75,332.4
2020,4,29,5,14.02,14.23,1.86,16.55,87.63,20.9,13.52,85.83,98.46,1.47,320.8
2020,4,29,6,144.25,137.77,121.8,104.65,76.05,22.72,13.58,77.18,98.51,1.43,293.5
2020,4,29,7,347.17,309.38,229.05,209.59,63.35,25.32,13.76,66.91,98.54,1.28,241.4
2020,4,29,8,559.58,522.55,388.33,316.16,50.63,30.11,12.89,47.42,98.57,2.71,237.8
2020,4,29,9,737.88,691.95,385.04,352.46,38.2,32.59,12.65,40.43,98.57,3.05,242.3
2020,4,29,10,869.45,868.75,676.21,234.43,26.77,34.37,12.53,36.24,98.53,2.84,255.3
2020,4,29,11,936.33,920.9,658.48,271.42,18.58,35.84,12.46,33.21,98.49,2.77,275.0
2020,4,29,12,938.65,906.92,622.92,287.53,18.68,36.8,12.31,31.11,98.42,3.05,292.4
2020,4,29,13,873.38,780.15,635.35,233.85,26.98,37.23,12.2,30.1,98.35,3.54,303.8
2020,4,29,14,746.1,745.72,674.58,191.5,38.44,36.95,12.04,30.15,98.29,4.05,312.9
2020,4,29,15,569.2,544.65,527.72,195.1,50.87,36.28,11.97,31.08,98.23,4.41,320.6
2020,4,29,16,360.58,338.17,352.63,179.68,63.58,35.35,12.14,33.16,98.22,4.5,327.1
2020,4,29,17,152.12,142.02,147.8,107.29,76.27,33.74,13.04,38.93,98.22,3.84,335.8
2020,4,29,18,14.02,13.55,1.31,17.46,87.75,30.46,14.25,51.19,98.26,2.75,351.0
2020,4,29,19,0.0,0.0,0.0,0.0,90.0,28.72,14.03,55.74,98.31,2.88,5.6
2020,4,29,20,0.0,0.0,0.0,0.0,90.0,27.91,13.93,58.05,98.37,2.84,18.2
2020,4,29,21,0.0,0.0,0.0,0.0,90.0,27.16,13.91,60.58,98.39,2.61,27.2
2020,4,29,22,0.0,0.0,0.0,0.0,90.0,26.48,13.93,63.13,98.38,2.3,32.6
2020,4,29,23,0.0,0.0,0.0,0.0,90.0,25.92,13.94,65.3,98.38,2.05,35.5
2020,4,30,0,0.0,0.0,0.0,0.0,90.0,25.39,13.9,67.18,98.36,1.87,37.8
2020,4,30,1,0.0,0.0,0.0,0.0,90.0,24.81,13.81,69.08,98.34,1.74,44.1
2020,4,30,2,0.0,0.0,0.0,0.0,90.0,24.31,13.71,70.66,98.32,1.62,47.3
2020,4,30,3,0.0,0.0,0.0,0.0,90.0,23.98,13.57,71.33,98.31,1.45,43.0
2020,4,30,4,0.0,0.0,0.0,0.0,90.0,23.78,13.4,71.32,98.34,1.23,28.2
2020,4,30,5,15.07,14.2,1.24,16.27,87.51,23.52,13.46,72.81,98.4,1.19,2.4
2020,4,30,6,150.27,135.2,133.22,100.75,75.87,24.95,13.57,67.42,98.47,1.69,341.0
2020,4,30,7,357.98,321.95,297.18,181.18,63.18,27.06,13.77,60.41,98.52,1.98,330.3
2020,4,30,8,569.8,524.35,477.55,230.22,50.45,31.18,13.49,46.67,98.56,2.67,321.5
2020,4,30,9,750.4,705.08,528.3,269.05,38.0,33.46,13.32,40.53,98.59,2.84,320.7
2020,4,30,10,880.8,843.0,619.6,269.11,26.54,35.11,13.16,36.53,98.57,2.89,319.9
2020,4,30,11,935.05,904.25,591.65,310.16,18.29,36.58,12.89,32.99,98.51,3.03,319.0
2020,4,30,12,938.33,937.97,707.55,228.73,18.42,37.6,12.63,30.56,98.43,3.27,318.6
2020,4,30,13,872.25,855.85,622.06,271.13,26.8,38.04,12.41,29.3,98.35,3.62,318.9
2020,4,30,14,746.1,717.42,625.47,208.61,38.3,37.97,12.2,28.89,98.27,4.02,320.0
2020,4,30,15,570.4,553.92,570.05,176.69,50.75,37.56,11.89,28.78,98.21,4.33,322.3
2020,4,30,16,363.9,356.48,456.13,144.88,63.47,36.6,11.81,30.12,98.2,4.55,326.4
2020,4,30,17,156.35,155.02,263.58,86.47,76.14,34.84,12.67,35.58,98.21,4.05,334.4
2020,4,30,18,14.95,14.93,7.26,14.73,87.66,31.42,14.1,47.95,98.25,2.96,347.7
2020,4,30,19,0.0,0.0,0.0,0.0,90.0,29.54,14.19,53.77,98.32,3.15,355.8
2020,4,30,20,0.0,0.0,0.0,0.0,90.0,28.53,14.45,58.07,98.37,3.14,0.5
2020,4,30,21,0.0,0.0,0.0,0.0,90.0,27.52,14.65,62.44,98.39,2.89,2.8
2020,4,30,22,0.0,0.0,0.0,0.0,90.0,26.55,14.74,66.5,98.38,2.53,2.5
2020,4,30,23,0.0,0.0,0.0,0.0,90.0,25.69,14.74,69.94,98.35,2.3,359.8
2020,5,1,0,0.0,0.0,0.0,0.0,90.0,24.94,14.69,72.86,98.31,2.22,356.1
2020,5,1,1,0.0,0.0,0.0,0.0,90.0,24.28,14.63,75.45,98.27,2.09,355.6
2020,5,1,2,0.0,0.0,0.0,0.0,90.0,23.84,14.57,77.13,98.24,1.82,358.4
2020,5,1,3,0.0,0.0,0.0,0.0,90.0,23.75,14.46,76.96,98.22,1.39,355.5
2020,5,1,4,0.0,0.0,0.0,0.0,90.0,23.65,14.36,76.91,98.24,1.02,336.9
2020,5,1,5,16.52,16.3,5.62,17.76,87.39,23.6,14.38,77.27,98.27,0.68,307.2
2020,5,1,6,159.9,156.38,233.56,92.15,75.69,25.1,14.53,71.38,98.29,0.83,250.3
2020,5,1,7,367.52,359.2,427.82,159.47,63.01,27.12,14.72,64.18,98.33,1.38,229.1
2020,5,1,8,573.97,565.25,564.29,193.12,50.28,30.68,14.08,50.0,98.37,1.95,246.5
2020,5,1,9,748.3,737.2,600.75,242.72,37.82,33.49,12.65,38.36,98.38,2.6,260.0
2020,5,1,10,872.35,864.8,647.73,256.39,26.31,34.92,12.07,33.81,98.36,2.83,269.0
2020,5,1,11,950.53,947.9,767.7,201.19,18.0,36.53,11.77,30.17,98.31,2.99,280.4
2020,5,1,12,947.55,947.3,788.61,173.7,18.15,38.31,11.64,27.06,98.23,2.89,291.1
2020,5,1,13,876.62,871.12,680.59,236.26,26.62,39.42,11.5,25.17,98.14,2.71,300.6
2020,5,1,14,747.03,746.67,673.02,191.66,38.16,39.84,11.42,24.41,98.04,2.52,311.5
2020,5,1,15,567.72,565.92,570.71,186.04,50.63,39.79,11.24,24.08,97.95,2.33,326.7
2020,5,1,16,358.15,345.83,419.11,145.41,63.35,39.06,11.37,25.31,97.9,2.15,348.2
2020,5,1,17,151.4,146.2,202.6,90.64,76.02,37.4,12.73,30.96,97.87,1.8,12.8
2020,5,1,18,14.77,13.45,2.72,15.47,87.58,33.67,14.95,44.6,97.88,2.19,38.7
2020,5,1,19,0.0,0.0,0.0,0.0,90.0,31.78,14.58,48.4,97.91,2.69,54.2
2020,5,1,20,0.0,0.0,0.0,0.0,90.0,30.84,14.54,50.93,97.94,2.72,65.9
2020,5,1,21,0.0,0.0,0.0,0.0,90.0,29.73,14.65,54.69,97.96,2.52,76.9
2020,5,1,22,0.0,0.0,0.0,0.0,90.0,29.05,14.8,57.45,97.96,2.25,89.7
2020,5,1,23,0.0,0.0,0.0,0.0,90.0,28.55,14.84,59.29,97.94,1.96,103.9
2020,5,2,0,0.0,0.0,0.0,0.0,90.0,28.21,14.79,60.24,97.89,1.69,114.9
2020,5,2,1,0.0,0.0,0.0,0.0,90.0,27.79,14.79,61.71,97.85,1.47,116.2
2020,5,2,2,0.0,0.0,0.0,0.0,90.0,27.05,14.93,65.03,97.84,1.41,107.8
2020,5,2,3,0.0,0.0,0.0,0.0,90.0,26.1,15.01,69.15,97.85,1.56,98.9
2020,5,2,4,0.0,0.0,0.0,0.0,90.0,25.36,14.85,71.52,97.89,1.7,96.4
2020,5,2,5,16.62,10.43,0.75,12.64,87.27,24.99,14.84,73.1,97.94,1.89,102.6
2020,5,2,6,152.62,84.43,16.62,71.22,75.52,26.76,15.44,68.5,97.99,2.27,114.8
2020,5,2,7,356.3,173.9,16.04,147.5,62.84,28.06,14.65,60.31,98.06,3.05,119.9
2020,5,2,8,560.65,177.38,0.43,150.99,50.11,29.72,14.73,55.11,98.13,2.79,119.4
2020,5,2,9,734.3,234.05,4.4,190.82,37.64,32.1,14.66,47.91,98.15,2.98,120.2
2020,5,2,10,857.67,373.85,31.99,294.87,26.09,34.61,13.5,38.35,98.13,3.24,126.3
2020,5,2,11,903.6,429.1,98.7,319.87,17.72,36.19,12.03,31.34,98.09,3.37,139.1
2020,5,2,12,882.28,254.88,12.7,199.79,17.89,35.91,11.85,31.34,98.04,3.21,155.3
2020,5,2,13,811.0,209.93,41.88,161.35,26.44,35.27,11.78,32.26,98.01,3.16,169.4
2020,5,2,14,680.92,192.95,9.48,157.57,38.03,35.2,11.65,32.02,97.98,3.02,176.6
2020,5,2,15,506.58,211.52,14.93,173.96,50.51,35.69,11.17,29.88,97.93,2.67,175.9
2020,5,2,16,312.48,173.68,10.31,148.45,63.23,35.57,11.12,29.93,97.9,1.91,164.5
2020,5,2,17,129.9,79.75,6.17,70.07,75.9,34.35,12.35,35.54,97.9,1.19,138.4
2020,5,2,18,14.0,10.95,0.0,12.79,87.5,31.9,14.55,47.98,97.93,1.37,87.9
2020,5,2,19,0.0,0.0,0.0,0.0,90.0,29.9,13.66,50.53,97.96,2.17,72.6
2020,5,2,20,0.0,0.0,0.0,0.0,90.0,28.34,13.5,54.67,97.99,2.67,70.1
2020,5,2,21,0.0,0.0,0.0,0.0,90.0,27.39,13.05,55.89,98.02,2.78,71.1
2020,5,2,22,0.0,0.0,0.0,0.0,90.0,26.86,12.9,57.01,98.04,2.83,69.8
2020,5,2,23,0.0,0.0,0.0,0.0,90.0,26.55,13.0,58.52,98.06,2.98,69.1
2020,5,3,0,0.0,0.0,0.0,0.0,90.0,25.85,13.26,62.18,98.03,2.93,74.8
2020,5,3,1,0.0,0.0,0.0,0.0,90.0,24.86,13.55,67.36,98.0,2.84,84.5
2020,5,3,2,0.0,0.0,0.0,0.0,90.0,23.98,13.77,72.15,98.01,2.83,90.4
2020,5,3,3,0.0,0.0,0.0,0.0,90.0,23.28,13.92,76.08,98.03,2.74,90.0
2020,5,3,4,0.0,0.0,0.0,0.0,90.0,22.75,13.95,78.77,98.07,2.65,85.0
2020,5,3,5,17.35,14.85,0.0,15.28,87.15,22.67,13.92,79.02,98.12,2.61,78.0
2020,5,3,6,153.5,136.3,34.63,117.02,75.36,24.84,13.95,69.55,98.19,3.52,70.4
2020,5,3,7,359.12,293.5,83.58,239.39,62.68,27.4,13.72,58.85,98.26,3.49,62.3
2020,5,3,8,567.05,467.35,229.18,347.16,49.95,31.92,11.99,39.72,98.33,3.44,82.3
2020,5,3,9,744.4,563.6,144.11,413.71,37.46,34.59,10.67,30.47,98.36,3.49,105.1
2020,5,3,10,871.0,694.45,194.41,468.95,25.88,35.91,10.47,27.8,98.35,3.29,114.4
2020,5,3,11,935.8,720.92,154.86,501.45,17.44,35.39,10.3,28.13,98.32,2.84,120.3
2020,5,3,12,934.3,785.35,321.98,503.04,17.64,34.98,10.24,28.6,98.29,2.4,123.6
2020,5,3,13,866.03,633.38,156.21,424.94,26.27,35.21,10.26,28.28,98.25,2.08,122.2
2020,5,3,14,736.95,291.2,15.65,237.56,37.9,36.05,10.37,27.27,98.17,1.76,111.0
2020,5,3,15,559.2,176.95,0.0,149.44,50.4,36.15,10.3,26.93,98.11,1.39,94.1
2020,5,3,16,352.2,49.35,0.54,41.99,63.12,35.54,10.2,27.57,98.1,1.16,65.0
2020,5,3,17,148.2,40.22,0.0,35.22,75.77,34.3,10.88,31.49,98.11,1.17,31.0
2020,5,3,18,15.45,7.85,0.0,8.08,87.41,31.48,13.48,45.65,98.13,1.52,7.2
2020,5,3,19,0.0,0.0,0.0,0.0,90.0,29.36,13.38,51.17,98.16,2.19,357.9
2020,5,3,20,0.0,0.0,0.0,0.0,90.0,28.12,13.21,54.31,98.2,2.43,357.4
2020,5,3,21,0.0,0.0,0.0,0.0,90.0,27.0,13.26,58.21,98.22,2.4,358.1
2020,5,3,22,0.0,0.0,0.0,0.0,90.0,26.07,13.35,61.93,98.26,2.61,356.0
2020,5,3,23,0.0,0.0,0.0,0.0,90.0,25.27,13.58,66.07,98.29,3.01,356.8
2020,5,4,0,0.0,0.0,0.0,0.0,90.0,24.45,13.9,71.01,98.29,2.72,1.3
2020,5,4,1,0.0,0.0,0.0,0.0,90.0,23.65,14.06,75.33,98.27,2.09,7.4
2020,5,4,2,0.0,0.0,0.0,0.0,90.0,22.97,14.02,78.27,98.27,1.75,14.9
2020,5,4,3,0.0,0.0,0.0,0.0,90.0,22.56,13.86,79.34,98.28,1.44,20.3
2020,5,4,4,0.0,0.0,0.0,0.0,90.0,22.21,13.68,80.05,98.33,1.15,19.2
2020,5,4,5,19.15,18.3,11.59,20.12,87.04,22.12,13.63,80.25,98.4,0.95,14.6
2020,5,4,6,172.07,156.65,193.03,107.34,75.2,23.77,13.51,72.05,98.49,0.92,15.1
2020,5,4,7,385.1,334.62,314.3,186.91,62.53,26.27,13.31,61.21,98.56,0.19,6.0
